from,to,capacity,length,fft,alpha,beta
64,3612,999999,0.365,0.003686869,1,3
65,3545,999999,0.323,0.003262626,1,3
66,3464,999999,0.559,0.005646465,1,3
67,3994,999999,0.183,0.001848485,1,3
68,4073,999999,0.437221167,0.004416375,1,3
68,4148,999999,0.560441245,0.005661023,1,3
69,8068,999999,0.49275394,0.004977313,1,3
69,14456,999999,0.061757141,0.00062381,1,3
70,14455,999999,0.588431257,0.00594375,1,3
71,7999,999999,0.11,0.001111111,1,3
72,3647,999999,0.253,0.002555556,1,3
73,8317,999999,0.33,0.003333333,1,3
74,4346,999999,0.415544152,0.004197416,1,3
75,7627,999999,0.546,0.005515152,1,3
76,8318,999999,0.425,0.004292929,1,3
77,14475,999999,0.445643749,0.004501452,1,3
78,7365,999999,0.096,0.000969697,1,3
79,8295,999999,0.262,0.002646465,1,3
80,4621,999999,0.205,0.002070707,1,3
81,4499,999999,0.275,0.002777778,1,3
82,8281,999999,0.381,0.003848485,1,3
83,8281,999999,0.212,0.002141414,1,3
84,8304,999999,0.226,0.002282828,1,3
85,7355,999999,0.119,0.00120202,1,3
86,8288,999999,0.356,0.00359596,1,3
87,4718,999999,0.336,0.003393939,1,3
88,4718,999999,0.231,0.002333333,1,3
89,8236,999999,0.488,0.004929293,1,3
90,4861,999999,0.173,0.001747475,1,3
91,8085,999999,0.09,0.000909091,1,3
92,4751,999999,0.057,0.000575758,1,3
93,7636,999999,0.188,0.00189899,1,3
94,4576,999999,0.099,0.001,1,3
95,14474,999999,0.428282709,0.004326088,1,3
96,7621,999999,0.285314738,0.002881967,1,3
96,14473,999999,0.655881014,0.006625061,1,3
97,7546,999999,0.214,0.002161616,1,3
98,7578,999999,0.155,0.001565657,1,3
99,8119,999999,0.258,0.002606061,1,3
100,4868,999999,0.309,0.003121212,1,3
101,8089,999999,0.429,0.004333333,1,3
102,4930,999999,0.588,0.005939394,1,3
103,4765,999999,0.433,0.004373737,1,3
104,4769,999999,0.397,0.004010101,1,3
104,8127,999999,0.409,0.004131313,1,3
105,8233,999999,0.502,0.005070707,1,3
106,8130,999999,0.513096071,0.005182789,1,3
106,14472,999999,0.637260957,0.006436979,1,3
107,4704,999999,0.477,0.004818182,1,3
107,7660,999999,0.466,0.004707071,1,3
108,4649,999999,0.164,0.001656566,1,3
108,4709,999999,0.513,0.005181818,1,3
109,14053,999999,0.407943027,0.004120637,1,3
109,14080,999999,0.499318185,0.005043618,1,3
110,7539,999999,0.18,0.001818182,1,3
111,4479,999999,0.396794855,0.004008029,1,3
111,7527,999999,0.524,0.005292929,1,3
111,7558,999999,0.622,0.006282828,1,3
112,7664,999999,0.363,0.003666667,1,3
112,12572,999999,0.126,0.001272727,1,3
113,4637,999999,0.709,0.007161616,1,3
113,12573,999999,0.307,0.00310101,1,3
114,4446,999999,0.30580176,0.003088907,1,3
114,7453,999999,0.261568411,0.002642105,1,3
114,14027,999999,0.066,0.000666667,1,3
115,14471,999999,0.240944037,0.002433778,1,3
116,4638,999999,0.573,0.005787879,1,3
116,4664,999999,0.265,0.002676768,1,3
117,4632,999999,0.752,0.00759596,1,3
117,4697,999999,0.164,0.001656566,1,3
118,4587,999999,0.345,0.003484848,1,3
118,14302,999999,0.397,0.004010101,1,3
119,7777,999999,0.84,0.008484848,1,3
120,14006,999999,0.293,0.002959596,1,3
120,14193,999999,0.302,0.003050505,1,3
121,4501,999999,0.561624169,0.005672971,1,3
121,4529,999999,0.302,0.003050505,1,3
122,8681,999999,0.426,0.00430303,1,3
123,12496,999999,0.395,0.003989899,1,3
124,8078,999999,0.21,0.002121212,1,3
125,4839,999999,0.197,0.001989899,1,3
126,8653,999999,0.451,0.004555556,1,3
127,7804,999999,1.207,0.012191919,1,3
127,7817,999999,1.05,0.010606061,1,3
127,7856,999999,0.351,0.003545455,1,3
128,7846,999999,0.171,0.001727273,1,3
129,7844,999999,0.365,0.003686869,1,3
130,5028,999999,0.15,0.001515152,1,3
131,5024,999999,0.211,0.002131313,1,3
132,4722,999999,0.460215971,0.004648646,1,3
133,4732,999999,0.007,7.07E-05,1,3
134,8051,999999,0.176,0.001777778,1,3
135,8674,999999,0.279,0.002818182,1,3
136,4853,999999,0.223,0.002252525,1,3
137,4692,999999,0.11,0.001111111,1,3
138,8063,999999,0.073,0.000737374,1,3
138,8669,999999,0.424217932,0.00428503,1,3
139,8046,999999,0.387,0.003909091,1,3
140,12484,999999,0.247,0.002494949,1,3
141,4666,999999,0.288,0.002909091,1,3
142,12547,999999,0.815,0.008232323,1,3
142,14466,999999,0.494737336,0.004997347,1,3
142,14467,999999,0.74615211,0.00753689,1,3
143,4237,999999,0.205,0.002070707,1,3
144,4179,999999,0.074,0.000747475,1,3
145,7941,999999,0.18,0.001818182,1,3
146,7932,999999,0.15,0.001515152,1,3
147,4173,999999,0.158,0.00159596,1,3
148,7954,999999,0.098,0.000989899,1,3
149,3962,999999,0.463,0.004676768,1,3
150,7965,999999,0.016,0.000161616,1,3
151,4359,999999,0.602,0.006080808,1,3
151,4417,999999,0.224,0.002262626,1,3
152,7973,999999,0.298,0.003010101,1,3
153,4243,999999,0.273,0.002757576,1,3
153,4281,999999,0.563080381,0.005687681,1,3
153,14468,999999,0.141113102,0.001425385,1,3
154,4534,999999,0.464,0.004686869,1,3
155,4505,999999,0.101,0.001020202,1,3
155,8055,999999,0.562,0.005676768,1,3
156,7929,999999,0.038,0.000383838,1,3
157,4276,999999,0.329105278,0.003324296,1,3
158,4296,999999,0.396,0.004,1,3
158,7908,999999,0.715878127,0.007231092,1,3
159,4125,999999,0.41,0.004141414,1,3
160,14460,999999,0.395713305,0.003997104,1,3
161,7073,999999,0.189,0.001909091,1,3
161,14153,999999,0.366,0.00369697,1,3
162,4292,999999,0.169,0.001707071,1,3
162,13851,999999,0.195,0.001969697,1,3
163,4309,999999,0.251,0.002535354,1,3
163,4352,999999,0.246,0.002484848,1,3
163,7500,999999,0.183,0.001848485,1,3
163,7503,999999,0.441930961,0.004463949,1,3
163,13883,999999,0.386343717,0.003902462,1,3
163,14222,999999,0.336155206,0.003395507,1,3
164,4372,999999,0.325341501,0.003286278,1,3
164,7474,999999,0.524770344,0.005300711,1,3
164,7478,999999,0.264914105,0.0026759,1,3
164,14074,999999,0.193535354,0.001954903,1,3
165,7081,999999,0.323860081,0.003271314,1,3
166,3955,999999,0.366,0.00369697,1,3
167,5126,999999,0.521,0.005262626,1,3
167,12532,999999,0.608,0.006141414,1,3
168,8156,999999,0.192,0.001939394,1,3
169,8153,999999,0.557,0.005626263,1,3
170,8164,999999,0.244,0.002464646,1,3
171,8160,999999,0.407,0.004111111,1,3
172,7324,999999,0.133,0.001343434,1,3
173,12577,999999,0.363,0.003666667,1,3
173,12578,999999,0.437,0.004414141,1,3
174,4180,999999,0.346,0.003494949,1,3
174,4190,999999,0.672,0.006787879,1,3
175,4111,999999,0.29,0.002929293,1,3
175,4187,999999,0.617,0.006232323,1,3
176,14461,999999,0.165977624,0.001676542,1,3
176,14463,999999,0.408603298,0.004127306,1,3
177,4914,999999,0.248,0.002505051,1,3
178,5002,999999,0.057,0.000575758,1,3
179,4903,999999,0.202,0.002040404,1,3
180,5004,999999,0.429,0.004333333,1,3
181,8149,999999,0.304,0.003070707,1,3
182,4554,999999,0.557,0.005626263,1,3
182,7549,999999,0.359602325,0.003632347,1,3
183,8235,999999,0.026,0.000262626,1,3
184,7639,999999,0.304,0.003070707,1,3
185,4554,999999,0.474,0.004787879,1,3
185,4613,999999,0.182,0.001838384,1,3
186,8415,999999,0.153,0.001545455,1,3
187,4377,999999,0.281,0.002838384,1,3
188,4312,999999,0.077,0.000777778,1,3
189,8377,999999,0.413,0.004171717,1,3
190,4379,999999,0.048,0.000484848,1,3
191,4433,999999,0.436,0.00440404,1,3
192,8047,999999,0.544,0.005494949,1,3
193,8496,999999,0.318,0.003212121,1,3
194,8660,999999,0.111,0.001121212,1,3
195,4531,999999,0.133,0.001343434,1,3
196,4833,999999,0.313,0.003161616,1,3
197,8652,999999,0.62,0.006262626,1,3
198,8490,999999,0.113,0.001141414,1,3
199,8491,999999,0.802,0.00810101,1,3
199,8494,999999,0.378,0.003818182,1,3
199,8655,999999,0.22,0.002222222,1,3
200,4508,999999,0.21,0.002121212,1,3
201,14477,999999,0.782983987,0.007908929,1,3
202,8651,999999,0.208,0.00210101,1,3
203,8618,999999,1.147,0.011585859,1,3
203,8619,999999,0.222798926,0.002250494,1,3
204,4796,999999,1.071,0.010818182,1,3
205,12504,999999,0.368,0.003717172,1,3
206,4858,999999,0.09,0.000909091,1,3
207,8229,999999,0.395,0.003989899,1,3
208,5101,999999,0.35,0.003535354,1,3
209,7348,999999,0.14,0.001414141,1,3
210,8217,999999,0.258,0.002606061,1,3
211,7344,999999,0.08,0.000808081,1,3
212,12506,999999,0.792,0.008,1,3
213,4832,999999,0.787,0.007949495,1,3
213,8598,999999,0.533,0.005383838,1,3
214,4939,999999,0.487,0.004919192,1,3
214,4976,999999,0.07,0.000707071,1,3
215,8543,999999,0.351,0.003545455,1,3
216,8553,999999,0.594,0.006,1,3
217,7327,999999,1.649310366,0.016659701,1,3
217,12444,999999,0.651748995,0.006583323,1,3
218,12498,999999,0.314,0.003171717,1,3
219,4923,999999,0.327,0.00330303,1,3
220,4910,999999,0.22,0.002222222,1,3
221,5498,999999,0.009,9.09E-05,1,3
222,9246,999999,0.578941203,0.005847891,1,3
222,9294,999999,0.484312834,0.004892049,1,3
223,5454,999999,0.542,0.005474747,1,3
224,5437,999999,0.345,0.003484848,1,3
225,5516,999999,0.112,0.001131313,1,3
226,12584,999999,0.423,0.004272727,1,3
226,12585,999999,0.45,0.004545455,1,3
227,5558,999999,0.639,0.006454545,1,3
228,5545,999999,0.21,0.002121212,1,3
229,9256,999999,0.846,0.008545455,1,3
229,9257,999999,0.392,0.003959596,1,3
230,9160,999999,0.317,0.00320202,1,3
231,5535,999999,0.223,0.002252525,1,3
232,5621,999999,0.39,0.003939394,1,3
232,8710,999999,1.058,0.010686869,1,3
233,5601,999999,0.445,0.004494949,1,3
233,9110,999999,0.632,0.006383838,1,3
234,5421,999999,0.432,0.004363636,1,3
235,5435,999999,0.174,0.001757576,1,3
236,5452,999999,0.352,0.003555556,1,3
237,5493,999999,0.274,0.002767677,1,3
238,5508,999999,0.188,0.00189899,1,3
239,5543,999999,0.075,0.000757576,1,3
240,5660,999999,0.621,0.006272727,1,3
240,9222,999999,0.19,0.001919192,1,3
241,9102,999999,0.185,0.001868687,1,3
242,5579,999999,0.213,0.002151515,1,3
243,8878,999999,0.562,0.005676768,1,3
244,5603,999999,0.197,0.001989899,1,3
245,5729,999999,0.275,0.002777778,1,3
246,5675,999999,0.486,0.004909091,1,3
247,9199,999999,0.355,0.003585859,1,3
248,5792,999999,0.355160495,0.00358748,1,3
248,14322,999999,0.429854722,0.004341967,1,3
249,5420,999999,0.758,0.007656566,1,3
250,9068,999999,0.556,0.005616162,1,3
251,12270,999999,2.015,0.020353535,1,3
252,12583,999999,0.267,0.00269697,1,3
253,9050,999999,0.645,0.006515152,1,3
254,9058,999999,0.026,0.000262626,1,3
255,5903,999999,0.333,0.003363636,1,3
256,5843,999999,0.194,0.001959596,1,3
257,14323,999999,0.249506787,0.002520271,1,3
258,9197,999999,0.327,0.00330303,1,3
259,12260,999999,0.115,0.001161616,1,3
260,5933,999999,0.753,0.007606061,1,3
261,5953,999999,0.253,0.002555556,1,3
261,8952,999999,0.502,0.005070707,1,3
262,9189,999999,0.262,0.002646465,1,3
263,9191,999999,0.159216441,0.001608247,1,3
264,5779,999999,0.069,0.00069697,1,3
265,5730,999999,0.256,0.002585859,1,3
266,5782,999999,0.157,0.001585859,1,3
267,5760,999999,0.313,0.003161616,1,3
268,5697,999999,0.423,0.004272727,1,3
268,5709,999999,0.31,0.003131313,1,3
268,5753,999999,0.481,0.004858586,1,3
268,8913,999999,0.384,0.003878788,1,3
268,9353,999999,0.361,0.003646465,1,3
268,9362,999999,0.379,0.003828283,1,3
269,5769,999999,0.183,0.001848485,1,3
270,5785,999999,0.211,0.002131313,1,3
271,5833,999999,0.668,0.006747475,1,3
272,5938,999999,0.245,0.002474747,1,3
273,5925,999999,0.416,0.00420202,1,3
273,8862,999999,0.7,0.007070707,1,3
274,5959,999999,0.162,0.001636364,1,3
274,8936,999999,0.26,0.002626263,1,3
275,5914,999999,0.29,0.002929293,1,3
276,5916,999999,0.225,0.002272727,1,3
277,8930,999999,0.298,0.003010101,1,3
277,9166,999999,0.437,0.004414141,1,3
278,5951,999999,0.064,0.000646465,1,3
279,5939,999999,0.386,0.00389899,1,3
280,8784,999999,0.603,0.006090909,1,3
281,5812,999999,0.222,0.002242424,1,3
282,5846,999999,0.507,0.005121212,1,3
283,8865,999999,0.243,0.002454545,1,3
284,12473,999999,0.402,0.004060606,1,3
284,13762,999999,0.231,0.002333333,1,3
285,13774,999999,0.297,0.003,1,3
285,13778,999999,0.299,0.003020202,1,3
286,13769,999999,0.567,0.005727273,1,3
286,13770,999999,0.375,0.003787879,1,3
287,5773,999999,0.437,0.004414141,1,3
287,8856,999999,0.521,0.005262626,1,3
288,5689,999999,0.938,0.009474747,1,3
288,9039,999999,0.814,0.008222222,1,3
289,2423,999999,0.889,0.008979798,1,3
289,10794,999999,0.66,0.006666667,1,3
290,2267,999999,0.14,0.001414141,1,3
291,2240,999999,0.21,0.002121212,1,3
292,2410,999999,0.701,0.007080808,1,3
293,10785,999999,0.407,0.004111111,1,3
294,2543,999999,0.084,0.000848485,1,3
295,2586,999999,0.415,0.004191919,1,3
296,10782,999999,0.174,0.001757576,1,3
297,2740,999999,0.056,0.000565657,1,3
298,2273,999999,0.298,0.003010101,1,3
299,2253,999999,0.111,0.001121212,1,3
300,2352,999999,0.3,0.003030303,1,3
301,2391,999999,0.825,0.008333333,1,3
301,2403,999999,0.1,0.001010101,1,3
302,2578,999999,0.177,0.001787879,1,3
303,2576,999999,0.286,0.002888889,1,3
304,10667,999999,0.185,0.001868687,1,3
305,2821,999999,0.476,0.004808081,1,3
306,10801,999999,0.156,0.001575758,1,3
307,2916,999999,0.345,0.003484848,1,3
308,3055,999999,0.062,0.000626263,1,3
309,3024,999999,0.53,0.005353535,1,3
310,3122,999999,0.1,0.001010101,1,3
311,3239,999999,0.03,0.00030303,1,3
312,10811,999999,0.169,0.001707071,1,3
313,10895,999999,0.182,0.001838384,1,3
314,3380,999999,0.088,0.000888889,1,3
315,10883,999999,0.204,0.002060606,1,3
316,10846,999999,0.514,0.005191919,1,3
317,10847,999999,0.989,0.009989899,1,3
318,10908,999999,0.024583422,0.000248317,1,3
319,10926,999999,0.319,0.003222222,1,3
320,6768,999999,0.374504528,0.003782874,1,3
321,3061,999999,0.206161077,0.002082435,1,3
322,2390,999999,0.479,0.004838384,1,3
323,2580,999999,0.154,0.001555556,1,3
324,10654,999999,0.364,0.003676768,1,3
324,10659,999999,0.311,0.003141414,1,3
324,10673,999999,0.231544854,0.002338837,1,3
325,10648,999999,0.046,0.000464646,1,3
326,10681,999999,0.403,0.004070707,1,3
327,2477,999999,0.295,0.002979798,1,3
328,10726,999999,0.347,0.003505051,1,3
329,2279,999999,0.073,0.000737374,1,3
330,2336,999999,0.647,0.006535354,1,3
331,10738,999999,0.114,0.001151515,1,3
332,12568,999999,0.734,0.007414141,1,3
333,12569,999999,0.296,0.002989899,1,3
334,2747,999999,0.281,0.002838384,1,3
335,10605,999999,0.518,0.005232323,1,3
336,2942,999999,0.285,0.002878788,1,3
337,2451,999999,0.148,0.001494949,1,3
338,2534,999999,0.106,0.001070707,1,3
339,10712,999999,0.359,0.003626263,1,3
340,10559,999999,0.273,0.002757576,1,3
341,2535,999999,0.168,0.00169697,1,3
342,2577,999999,0.527,0.005323232,1,3
343,2663,999999,0.181,0.001828283,1,3
344,2784,999999,0.25,0.002525253,1,3
345,2843,999999,0.124,0.001252525,1,3
346,10530,999999,0.182,0.001838384,1,3
347,10527,999999,0.139,0.00140404,1,3
348,10944,999999,0.349,0.003525253,1,3
349,2729,999999,0.128,0.001292929,1,3
350,6767,999999,0.176299378,0.001780802,1,3
351,10579,999999,0.374,0.003777778,1,3
352,2828,999999,0.270430933,0.002731626,1,3
353,2977,999999,0.052,0.000525253,1,3
354,2934,999999,0.452,0.004565657,1,3
355,2946,999999,0.233,0.002353535,1,3
356,3021,999999,0.485,0.00489899,1,3
357,3037,999999,0.299,0.003020202,1,3
358,2246,999999,0.136,0.001373737,1,3
358,10746,999999,0.849,0.008575758,1,3
359,2337,999999,0.318,0.003212121,1,3
360,2335,999999,0.149,0.001505051,1,3
361,3126,999999,0.292,0.002949495,1,3
362,12553,999999,0.897551407,0.009066176,1,3
363,3128,999999,0.126,0.001272727,1,3
364,12523,999999,0.286,0.002888889,1,3
365,9576,999999,0.64857961,0.006551309,1,3
366,12527,999999,0.523829801,0.00529121,1,3
367,3463,999999,0.357276996,0.003608859,1,3
368,3318,999999,0.362919504,0.003665854,1,3
369,3172,999999,0.256,0.002585859,1,3
370,14449,999999,0.416474738,0.004206816,1,3
371,9944,999999,0.678681586,0.00685537,1,3
372,3260,999999,0.112490822,0.001136271,1,3
373,9894,999999,0.229,0.002313131,1,3
374,3159,999999,0.37,0.003737374,1,3
375,3134,999999,0.624359137,0.006306658,1,3
375,6723,999999,0.257,0.00259596,1,3
376,9910,999999,0.640034377,0.006464994,1,3
376,14448,999999,0.602346465,0.006084308,1,3
377,3418,999999,0.307,0.00310101,1,3
378,9634,999999,0.238,0.00240404,1,3
379,14395,999999,0.600692283,0.006067599,1,3
379,14403,999999,0.054574577,0.000551258,1,3
380,9696,999999,0.246,0.002484848,1,3
381,3500,999999,0.315506649,0.003186936,1,3
381,14442,999999,0.608084709,0.00614227,1,3
381,14447,999999,0.43958237,0.004440226,1,3
382,3558,999999,0.702,0.007090909,1,3
383,3646,999999,0.267944051,0.002706506,1,3
383,9918,999999,0.963,0.009727273,1,3
384,3928,999999,0.595,0.006010101,1,3
385,12519,999999,0.151127147,0.001526537,1,3
385,14464,999999,0.313616568,0.003167844,1,3
385,14465,999999,0.882638829,0.008915544,1,3
386,12487,999999,0.196,0.001979798,1,3
387,12521,999999,0.446,0.004505051,1,3
388,12520,999999,0.083,0.000838384,1,3
389,4086,999999,0.212,0.002141414,1,3
390,14450,999999,0.128195018,0.001294899,1,3
391,3584,999999,0.172,0.001737374,1,3
392,3641,999999,0.224,0.002262626,1,3
393,9939,999999,0.20049762,0.002025228,1,3
394,6715,999999,0.728207144,0.007355628,1,3
395,9592,999999,0.280067169,0.002828961,1,3
396,10881,999999,0.977,0.009868687,1,3
397,3459,999999,0.401,0.004050505,1,3
398,3447,999999,0.079,0.00079798,1,3
399,9790,999999,0.38,0.003838384,1,3
400,3598,999999,0.031,0.000313131,1,3
401,9757,999999,0.236,0.002383838,1,3
402,3501,999999,0.067,0.000676768,1,3
403,3618,999999,0.195,0.001969697,1,3
404,9758,999999,0.152,0.001535354,1,3
405,3821,999999,0.222,0.002242424,1,3
406,3824,999999,0.346,0.003494949,1,3
407,9765,999999,0.226,0.002282828,1,3
408,3811,999999,0.037,0.000373737,1,3
409,3910,999999,0.136,0.001373737,1,3
410,9438,999999,0.167,0.001686869,1,3
411,3865,999999,0.321,0.003242424,1,3
412,3986,999999,0.219,0.002212121,1,3
413,9476,999999,0.704,0.007111111,1,3
414,9966,999999,0.07,0.000707071,1,3
415,9513,999999,0.363,0.003666667,1,3
416,3656,999999,1.384,0.013979798,1,3
417,3580,999999,0.109533421,0.001106398,1,3
418,6718,999999,0.147174693,0.001486613,1,3
419,4006,999999,0.537,0.005424242,1,3
420,3699,999999,0.749,0.007565657,1,3
421,9755,999999,0.364,0.003676768,1,3
422,3154,999999,0.472,0.004767677,1,3
423,3108,999999,0.104,0.001050505,1,3
424,2925,999999,0.058,0.000585859,1,3
425,3121,999999,0.149,0.001505051,1,3
426,3175,999999,0.025,0.000252525,1,3
427,9528,999999,0.088,0.000888889,1,3
428,3347,999999,0.113,0.001141414,1,3
429,9393,999999,0.431,0.004353535,1,3
430,9865,999999,0.031,0.000313131,1,3
431,5055,999999,0.137,0.001383838,1,3
432,5137,999999,0.043,0.000434343,1,3
433,5122,999999,0.116,0.001171717,1,3
434,11535,999999,0.199,0.002010101,1,3
435,5176,999999,0.041,0.000414141,1,3
436,5183,999999,0.391,0.003949495,1,3
437,5163,999999,0.128,0.001292929,1,3
438,5155,999999,0.3,0.003030303,1,3
439,5184,999999,0.111,0.001121212,1,3
440,11566,999999,0.222,0.002242424,1,3
441,11734,999999,0.232,0.002343434,1,3
442,11716,999999,0.062,0.000626263,1,3
443,5232,999999,0.201,0.002030303,1,3
444,5209,999999,0.239,0.002414141,1,3
445,5304,999999,2.114,0.021353535,1,3
446,5216,999999,0.396,0.004,1,3
447,5205,999999,0.265,0.002676768,1,3
448,11762,999999,0.124,0.001252525,1,3
449,13847,999999,0.978,0.009878788,1,3
450,11576,999999,0.432,0.004363636,1,3
450,12448,999999,1.333,0.013464646,1,3
451,12269,999999,0.073,0.000737374,1,3
452,5338,999999,0.51,0.005151515,1,3
453,11593,999999,2.609,0.026353535,1,3
454,11888,999999,0.533,0.005383838,1,3
455,5153,999999,0.928,0.009373737,1,3
456,5151,999999,0.136,0.001373737,1,3
457,5124,999999,0.188,0.00189899,1,3
458,11947,999999,0.825,0.008333333,1,3
459,4920,999999,0.296,0.002989899,1,3
459,14340,999999,0.81385661,0.008220774,1,3
460,11611,999999,0.654,0.006606061,1,3
461,5040,999999,0.022,0.000222222,1,3
462,4825,999999,0.274,0.002767677,1,3
463,4916,999999,0.431,0.004353535,1,3
464,4646,999999,0.181,0.001828283,1,3
465,4768,999999,0.19,0.001919192,1,3
466,11617,999999,0.259,0.002616162,1,3
467,11846,999999,0.123,0.001242424,1,3
468,4865,999999,0.452,0.004565657,1,3
469,12450,999999,1.207,0.012191919,1,3
469,14319,999999,1.19,0.012020202,1,3
470,4962,999999,0.515156329,0.005203599,1,3
470,11503,999999,0.470263398,0.004750135,1,3
471,4980,999999,0.22,0.002222222,1,3
472,4981,999999,0.187,0.001888889,1,3
473,4934,999999,0.304,0.003070707,1,3
474,11831,999999,0.296,0.002989899,1,3
475,4974,999999,0.43,0.004343434,1,3
476,11630,999999,0.258,0.002606061,1,3
477,5039,999999,0.085,0.000858586,1,3
478,5066,999999,1.312,0.013252525,1,3
478,11785,999999,0.786,0.007939394,1,3
479,11791,999999,0.587,0.005929293,1,3
480,11649,999999,0.616,0.006222222,1,3
480,12452,999999,0.961,0.009707071,1,3
481,12454,999999,0.943,0.009525253,1,3
482,5116,999999,0.12,0.001212121,1,3
483,14394,999999,0.274566771,0.002773402,1,3
484,14393,999999,0.167284808,0.001689746,1,3
485,3248,999999,0.166,0.001676768,1,3
486,3196,999999,0.159,0.001606061,1,3
486,11070,999999,0.45548942,0.004600903,1,3
487,6736,999999,0.604751829,0.006108604,1,3
487,14409,999999,0.676119808,0.006829493,1,3
488,3242,999999,0.575451891,0.005812645,1,3
488,3304,999999,0.315782962,0.003189727,1,3
489,12430,999999,0.302110127,0.003051617,1,3
490,3300,999999,0.701397546,0.007084824,1,3
491,3322,999999,0.482,0.004868687,1,3
492,12516,999999,0.226708803,0.002289988,1,3
492,14389,999999,0.121710028,0.001229394,1,3
493,14387,999999,0.111837394,0.001129671,1,3
494,12495,999999,0.416,0.00420202,1,3
494,14392,999999,0.576732428,0.00582558,1,3
495,3342,999999,0.344,0.003474747,1,3
495,14406,999999,0.723521245,0.007308295,1,3
496,11089,999999,0.523270202,0.005285558,1,3
496,14404,999999,0.765060007,0.007727879,1,3
496,14405,999999,0.138021916,0.001394161,1,3
496,14446,999999,0.914713901,0.009239534,1,3
497,3384,999999,0.164097284,0.001657548,1,3
498,12494,999999,0.214,0.002161616,1,3
498,14433,999999,0.703061541,0.007101632,1,3
499,14415,999999,0.171985903,0.001737231,1,3
500,3530,999999,0.038,0.000383838,1,3
500,3573,999999,0.299231568,0.003022541,1,3
501,14417,999999,0.224258259,0.002265235,1,3
502,3475,999999,0.194158294,0.001961195,1,3
503,11241,999999,0.285,0.002878788,1,3
504,11126,999999,0.547,0.005525253,1,3
504,12491,999999,0.592,0.005979798,1,3
505,11186,999999,0.281,0.002838384,1,3
506,11185,999999,0.545575042,0.005510859,1,3
507,3741,999999,0.269,0.002717172,1,3
