from,to,demand
8,36,160.64
8,37,9.24
8,38,297.28
8,39,432.4
8,40,224.6
8,41,4920
8,42,0.2
8,43,0.72
8,44,2496.8
8,45,62.2
8,46,2070
8,47,1773.6
8,48,7556
8,49,0.4
8,50,8232
8,51,31.92
8,55,0.28
9,1,361160.0001
9,2,59640
9,3,11840
9,4,44.84
9,5,65.52
9,6,194680
9,7,6092
9,8,63.56
9,10,11160
9,11,27240
9,12,0.04
9,13,36.8
9,14,259.36
9,15,71.28
9,16,0.24
9,17,26352
9,18,3273.2
9,19,5256
9,20,16.56
9,22,1.56
9,23,4.56
9,24,0.08
9,27,0.12
9,29,10.12
9,30,35340
9,31,22720
9,32,11672
9,33,0.08
9,34,1608
9,35,7044.000001
9,36,21.52
9,37,21.6
9,38,7.84
9,39,0.08
9,40,606.4
9,41,944
9,42,1.08
9,43,1504.8
9,44,30244
9,45,24.56
9,46,0.76
9,48,7148
9,50,1.6
9,51,4.56
9,55,0.04
10,1,1718.8
10,2,3712.8
10,3,1619.2
10,4,10.44
10,5,28.64
10,6,2.6
10,7,6216
10,8,133.08
10,9,10488
10,11,30.88
10,12,1899.6
10,13,4608
10,14,26240
10,15,1040.8
10,16,2223.6
10,17,24492
10,18,280.44
10,19,5600
10,20,42.6
10,21,0.16
10,22,54.52
10,24,3.08
10,25,0.52
10,26,0.04
10,27,16.28
10,28,1862.8
10,29,0.08
10,30,22044
10,31,222.08
10,32,3.28
10,34,5108
10,35,1.08
10,36,5648
10,37,7.24
10,38,65.24
10,39,86960
10,40,2916.8
10,41,838
10,42,412.8
10,43,21984
10,44,1459.2
10,45,91.52
10,46,20.52
10,47,0.76
10,48,16112
10,50,2620.000001
10,51,6.16
10,54,0.2
10,55,874.4
11,1,1349.6
11,2,0.08
11,3,1.92
11,5,0.08
11,6,0.04
11,7,20.92
11,8,55.08
11,9,20200
11,10,22.84
11,12,18.6
11,13,47.6
11,14,18.2
11,15,5100
11,16,97.08
11,17,20.16
11,18,18.8
11,19,2161.2
11,22,207080
11,23,75.36
11,28,0.36
11,30,0.2
11,31,0.24
11,32,0.04
11,34,36936
11,37,0.08
11,38,0.12
11,40,205.04
11,41,60.04
11,42,40
11,43,24.52
11,44,3507.6
11,45,1.08
11,46,0.4
11,47,0.08
11,48,56160
11,49,9400
11,54,11.32
11,55,32
12,1,0.16
12,3,1138
12,4,0.2
12,5,0.2
12,6,302680
12,7,60200
12,8,54.2
12,9,0.08
12,10,2294.8
12,11,25.16
12,13,8972
12,14,46.32
12,15,121.12
12,16,545.6
12,17,34092
12,18,25.64
12,19,46600
12,20,130.8
12,21,15.60000001
12,22,43640
12,23,1676.8
12,24,8640
12,25,212200
12,26,770.8
12,27,464.4
12,29,0.96
12,30,0.04
12,31,0.12
12,32,60320
12,33,0.04
12,34,1195.6
12,35,1642
12,37,0.12
12,38,0.56
12,39,6.76
12,41,17.48
12,42,0.28
12,44,308.36
12,45,252.96
12,46,311.04
12,47,40440.00001
12,48,5.12
12,49,0.24
12,52,0.04
12,54,0.04
13,1,0.36
13,2,35.2
13,3,2.28
13,4,1.64
13,5,5952
13,6,391.12
13,7,16.68
13,8,2074.4
13,9,49.52
13,10,3437.6
13,11,64.16
13,12,7952
13,14,45040
13,15,194.72
13,16,42.2
13,17,156.24
13,18,56.84
13,19,3169.2
13,20,3610
13,21,13.88
13,22,255.28
13,24,10436
13,25,5416
13,26,549.2
13,27,0.28
13,28,593.6
13,30,10.04
13,31,0.4
13,32,0.48
13,33,229.2
13,34,5.4
13,35,0.64
13,36,0.16
13,37,0.24
13,40,16.24
13,41,15.84
13,42,0.24
13,43,0.12
13,44,737.2
13,45,353.96
13,46,4776
13,47,31152
13,48,9784
13,50,0.24
13,51,0.08
13,54,0.08
13,55,593.6
14,1,948
14,2,34968
14,3,3203.2
14,4,465.2
14,5,454.4
14,6,500
14,7,139.88
14,8,26636
14,9,350.92
14,10,33656
14,11,24.64
14,12,49.52
14,13,42800
14,15,15.12
14,16,15260
14,17,298.9600001
14,18,90.6
14,19,5408.000001
14,20,5028
14,22,289.08
14,23,0.6
14,24,3420.4
14,25,26132
14,26,19
14,27,1562.8
14,28,47520
14,29,2.72
14,30,5100
14,31,3454.000001
14,32,3423.2
14,33,23332
14,34,10720
14,35,259.12
14,36,143.16
14,37,53.16
14,38,1
14,39,2.08
14,40,156280
14,41,4252
14,42,6
14,43,838.8
14,44,134
14,45,38.84
14,46,10772
14,47,151520
14,48,492.8
14,49,3.04
14,50,35.84
14,51,14.24
14,54,1.12
14,55,47520
15,1,0.72
15,2,4.88
15,3,14.04
15,4,0.04
15,5,13.44
15,6,0.76
15,7,4.36
15,8,2084.8
15,9,95.92
15,10,777.2000001
15,11,6532
15,12,133.6
15,13,184.6
15,14,11.2
15,16,197.52
15,17,17248
15,18,24.2
15,19,95640
15,20,0.24
15,21,0.16
15,22,0.04
15,24,0.72
15,25,0.28
15,26,7468
15,27,0.28
15,28,12088
15,30,30.76
15,31,73.44
15,33,0.04
15,34,111
15,36,0.2
15,37,0.44
15,38,1.44
15,39,1.56
15,40,17
15,41,91.4
15,42,3.6
15,43,523.2
15,44,112.04
15,45,0.24
15,46,8.04
15,47,1750.8
15,48,300960
15,49,0.6
15,50,21.88
15,51,0.28
15,55,1101.2
16,2,3.16
16,3,0.68
16,4,0.64
16,5,0.08
16,6,8.76
16,7,334.5200001
16,8,7.12
16,9,0.36
16,10,2523.2
16,11,85.32
16,12,626.8
16,13,47.56
16,14,11280
16,15,184.2
16,17,25996
16,18,508.4
16,19,60720
16,20,68.48
16,21,0.4
16,22,1064.8
16,24,83520
16,25,2466
16,26,43.72
16,27,12.76
16,28,127480
16,29,0.12
16,30,0.12
16,31,0.88
16,32,446
16,33,0.32
16,34,2.04
16,37,0.04
16,38,0.04
16,39,5.24
16,40,2.8
16,41,0.44
16,42,15.96
16,44,229.84
16,45,311.44
16,46,589.6
16,47,79
16,48,144520
16,54,0.24
16,55,17424
17,1,0.56
17,2,102.52
17,3,207.68
17,4,0.04
17,5,0.44
17,6,3.72
17,7,8156
17,8,3354
17,9,19924
17,10,18120
17,11,15.4
17,12,42760
17,13,116.2
17,14,223.6
17,15,12876
17,16,26596
17,18,2250
17,19,3282
17,20,49.64
17,21,26212
17,22,39.04
17,25,100.08
17,26,573.2
17,27,5.76
17,28,16688
17,29,1.88
17,30,5.32
17,31,638.8
17,34,3925.6
17,36,0.04
17,37,7
17,38,3.92
17,39,245480
17,40,11.68
17,42,13.68
17,43,232240
17,44,383.84
17,45,202.16
17,46,735.2
17,48,15.24
17,49,685.6
17,50,1.6
17,51,1.12
17,54,1.16
17,55,912.4
18,1,0.04
18,2,32.6
18,3,105.52
18,4,0.04
18,6,19.48
18,7,322.6
18,8,34768
18,9,4428
18,10,339.72
18,11,22.56
18,12,22.04
18,13,50.16
18,14,73.56
18,15,29
18,16,376.08
18,17,2403.2
18,19,0.4
18,20,9.84
18,21,0.12
18,22,548.8
18,24,3048
18,25,6228
18,26,10.76
18,27,3.48
18,28,83.84
18,29,0.28
18,30,16036
18,31,157.56
18,32,14.68
18,33,9.92
18,34,1936.4
18,36,1429.2
18,37,0.2
18,38,1.92
18,39,0.88
18,40,5292
18,41,3416.4
18,42,2.96
18,43,10124
18,44,283.28
18,45,6.96
18,46,364.04
18,47,24612
18,48,244.6
18,49,5872
18,50,968
18,51,0.48
18,55,83.84
19,2,37.2
19,3,16.88
19,5,0.4
19,6,1.32
19,7,1161.2
19,8,1868.8
19,9,3898
19,10,4144
19,11,2896.8
19,12,34516
19,13,2344
19,14,4028
19,15,70720
19,16,44880
19,17,3405.200001
19,18,0.52
19,20,26956
19,21,0.08
19,22,4.76
19,23,0.04
19,24,0.72
19,25,10.12
19,26,89.72
19,27,1.28
19,28,906
19,30,559.6
19,31,35.48
19,34,518.8
19,35,0.04
19,36,0.56
19,38,1862.4
19,39,60080
19,40,1192.8
19,41,42.32
19,42,50280
19,43,20228
19,44,160800
19,45,2.92
19,46,9488
19,47,31732
19,48,82.28
19,49,17228
19,50,0.88
19,55,974.8
20,2,22.8
20,3,1.8
20,4,0.12
20,6,3.08
20,7,9.36
20,8,65.48
20,9,22.36
20,10,33.48000001
20,12,110.64
20,13,2834
20,14,3742.4
20,15,0.2
20,16,50.64
20,17,65.8
20,18,9.2
20,19,27068
20,21,0.44
20,22,3.96
20,24,907.2
20,25,23.16
20,26,0.16
20,27,0.32
20,28,71.32
20,29,0.48
20,30,5.84
20,31,0.2
20,32,4452
20,33,1.08
20,34,44.52
20,37,0.08
20,38,0.04
20,39,12.28
20,43,0.48
20,44,0.04
20,45,0.08
20,46,2503.2
20,47,179200
20,48,0.04
20,49,0.16
20,50,0.04
20,51,0.16
20,54,3.12
20,55,71.32
21,1,379.24
21,2,0.4
21,4,6616
21,5,115160
21,6,2.68
21,7,0.04
21,8,82.8
21,10,0.12
21,12,19.6
21,13,10.28
21,15,0.12
21,16,0.28
21,17,35356
21,18,0.08
21,19,0.08
21,20,0.32
21,22,27
21,23,299.6
21,24,173960
21,25,46.64
21,26,42.56
21,27,260.16
21,28,0.04
21,29,18512
21,30,54520
21,31,0.4
21,32,31112
21,34,0.16
21,35,537.2
21,36,3672.4
21,37,8.08
21,38,92160
21,39,53440
21,41,1.4
21,45,40080
21,46,17.76
21,47,14.28
21,48,57520
21,50,11424
21,51,0.56
21,52,2714
21,53,205720
21,54,2684
22,1,1278
22,2,22.68
22,3,0.6
22,4,986.4
22,5,1.32
22,6,8.84
22,8,356.08
22,9,1.16
22,10,40.28
22,11,153600
22,12,58840
22,13,188.72
22,14,383.56
22,15,0.04
22,16,808.4
22,17,44.16
22,18,406.8
22,19,4.48
22,20,2.96
22,21,20.72
22,23,2964.8
22,24,9972
22,25,5400
22,26,2104.8
22,27,38560
22,28,0.28
22,29,26.76
22,30,381.08
22,32,443.2
22,33,23.68
22,34,0.32
22,35,734
22,36,0.12
22,37,0.08
22,38,556.4
22,39,895.2
22,41,1.24
22,43,60.96
22,44,3.68
22,45,2435.6
22,46,185.32
22,47,0.52
22,48,4.28
22,50,0.76
22,52,23.32
22,53,8572
22,54,3718.4
23,4,64.88
23,5,12.2
23,9,3.36
23,11,55.72
23,12,2267.6
23,14,0.84
23,19,0.04
23,21,225.36
23,22,2604
23,24,4864
23,25,176.56
23,27,1475.6
23,28,1.84
23,29,11.16
23,32,899.6
23,33,26.88
23,35,1354
23,36,0.04
23,37,0.04
23,38,0.04
23,45,4.48
23,47,50560
23,50,0.04
23,52,0.08
23,53,0.04
23,54,7232
23,55,0.08
24,1,8744
24,2,15028
24,4,2506.8
24,5,2.88
24,6,782.4
24,9,0.12
24,10,2.28
24,12,8756
24,13,7716
24,14,4356
24,15,0.52
24,16,63360
24,18,2255.2
24,19,1
24,20,671.6
24,21,223200
24,22,10036
24,23,4944
24,25,5084
24,26,232.4
24,27,182.2
24,28,0.6
24,29,2
24,31,0.04
24,32,0.12
24,35,1208.4
24,38,0.04
24,39,0.04
24,45,1488
24,46,9812
24,47,54920
24,48,2.64
24,52,2.12
24,53,17.28
24,54,124800
25,1,1229.6
25,2,762.0000001
25,4,10260
25,5,2.48
25,6,7176
25,7,132.08
25,8,414.4
25,10,0.4
25,12,263480
25,13,4004
25,14,34944
25,15,0.2
25,16,1858.4
25,17,135
25,18,4604
25,19,13.56
25,20,17.12000001
25,21,60.04
25,22,5392
25,23,187.6
25,24,5160
25,26,110600
25,27,33.72
25,28,0.52
25,29,12616
25,30,0.8
25,31,72880
25,32,5412
25,33,1104
25,34,0.04
25,35,1716.8
25,36,120.76
25,37,114.72
25,38,72080
25,39,57440
25,45,60440.00001
25,46,1120
25,47,133640
25,48,2.6
25,49,0.4
25,50,95.84
25,51,0.52
25,52,0.04
25,53,0.08
25,54,267.12
25,55,0.72
26,1,9592
26,2,5832.000001
26,3,0.6
26,4,9.36
26,5,14276
26,6,51560
26,7,20.16
26,8,11916
26,10,0.04
26,12,1040
26,13,743.2
26,14,18.4
26,15,10104
26,16,58.28
26,17,766.8
26,18,12.64
26,19,117.36
26,20,0.2
26,21,41.04
26,22,1988.4
26,24,314.32
26,25,149640
26,27,137.92
26,29,2.4
26,39,0.04
26,45,2298
26,46,2.52
26,47,91920
26,48,88520
26,53,0.04
26,54,2.48
27,1,45680
27,2,872.8
27,3,0.16
27,4,65600.00001
27,5,2557.6
27,6,69.96
27,7,1765.6
27,8,211.76
27,9,0.16
27,10,12.08
27,12,628
27,13,0.2
27,14,1155.2
27,15,0.24
27,16,11.84
27,17,7.76
27,18,2.64
27,19,1.72
27,20,0.24
27,21,300.72
27,22,30056
27,23,1994.4
27,24,145.76
27,25,45.32
27,26,169.12
27,29,60.72
27,30,3.44
27,31,98.4
27,32,233
27,33,0.04
27,34,0.16
27,35,46200.00001
27,36,0.16
27,37,0.28
27,38,55.60000001
27,39,40.8
27,45,2.8
27,46,2.36
27,47,47.68
27,48,17.6
27,50,4.36
27,51,0.12
27,54,0.24
28,1,961.6
28,2,939.2
28,3,0.04
28,4,31
28,7,9.52
28,8,11.44
28,10,1738.8
28,11,0.24
28,13,680.8
28,14,35272
28,15,16348
28,16,94320
28,17,22504.00001
28,18,110.76
28,19,1209.6
28,20,73.4
28,21,0.04
28,22,0.24
28,23,1.56
28,24,0.44
28,25,0.4
28,26,0.04
28,29,0.32
28,30,0.04
28,31,21.84
28,32,5868
28,33,11.24
28,34,0.04
28,35,24.08000001
28,38,3.88
28,39,3.04
28,45,2442.4
28,46,5084
28,47,53880
28,48,88640
28,55,40
29,1,27156
29,2,4832.000001
29,4,35048
29,5,0.04
29,7,2.4
29,8,1.8
29,9,7.52
29,10,0.04
29,12,1.28
29,14,3.6
29,16,0.16
29,17,1.4
29,18,0.2
29,20,0.36
29,21,25000.00001
29,22,19.84000001
29,23,8.72
29,24,1.48
29,25,16328
29,26,1.8
29,27,59.92
29,28,0.44
29,30,678.4
29,31,11.36000001
29,32,199.04
29,33,0.56
29,34,0.12
29,35,5024
29,36,72.2
29,37,0.12
29,38,4112
29,39,26564
29,41,5116
29,43,26872
29,44,0.04
29,45,0.24
29,46,16.68
29,47,43
29,48,0.2
29,50,0.96
29,51,0.2
29,52,0.04
29,53,153.8
29,54,44.56
29,55,0.44
30,1,16724
30,2,2554.400001
30,3,176.4
30,4,3.8
30,5,0.28
30,6,0.16
30,7,734.4
30,8,8284
30,9,26120
30,10,16300
30,11,0.16
30,12,0.08
30,13,7.48
30,14,6232
30,15,22.72
30,16,0.16
30,17,4.04
30,18,11864
30,19,413.6000001
30,20,4.32
30,21,64360
30,22,281.68
30,25,1.04
30,27,2.72
30,28,0.04
30,29,502.4
30,31,57.72000001
30,32,48280
30,33,876.8
30,34,3726.8
30,35,30856
30,36,80.16
30,37,1056.8
30,38,13664
30,39,43280
30,41,3156
30,42,0.04
30,43,107080
30,44,0.12
30,45,1.52
30,46,14.16
30,47,39.48
30,48,4.72
30,50,71.72
30,51,114.28
30,53,0.12
30,54,28256
30,55,0.04
31,1,31.48
31,2,1630.8
31,3,2047.6
31,4,4.16
31,6,1.84
31,7,9228
31,8,4224
31,9,29076
31,10,166.24
31,11,0.16
31,12,0.16
31,13,0.36
31,14,4648
31,15,54.28
31,16,1.2
31,17,481.2
31,18,118.72
31,19,26.44
31,20,0.16
31,21,0.36
31,24,0.04
31,25,98640
31,27,133.12
31,28,29.52
31,29,8.48
31,30,66.8
31,32,17968
31,33,1591.2
31,34,83.88
31,35,1676
31,36,24
31,37,17
31,38,59.84000001
31,39,45720
31,41,10664
31,42,3.44
31,43,0.04
31,45,2.56
31,46,8.64
31,47,0.36
31,48,0.16
31,49,0.36
31,50,813.6000001
31,51,76.12
31,54,21.12
31,55,1.56
32,1,3055.6
32,2,3096.8
32,3,52.12
32,4,93.08
32,5,134680
32,6,1800.8
32,7,78.64
32,8,629.6
32,9,15740
32,10,2.56
32,11,0.04
32,12,52720
32,13,0.52
32,14,4604
32,16,360.36
32,18,11.56
32,20,3290.4
32,21,41960.00001
32,22,332.52
32,23,908.4
32,24,0.08
32,25,6752
32,27,259.12
32,28,7932
32,29,251.32
32,30,65240
32,31,24300
32,33,11
32,34,0.04
32,35,1228.4
32,36,72.12
32,37,0.52
32,38,57320
32,39,227560
32,41,51.12
32,45,754.8
32,46,156120
32,47,15984
32,50,99.84000001
32,51,0.08
32,52,0.24
32,53,1681.2
32,54,11452
32,55,217.36
33,1,2777.2
33,2,1298
33,3,0.68
33,4,96.44
33,5,0.52
33,6,2138
33,7,3550.8
33,8,780
33,9,0.08
33,12,0.04
33,13,169.64
33,14,20340
33,15,0.04
33,16,0.4
33,18,7.32
33,20,0.8
33,22,32.04
33,23,36.4
33,25,1493.6
33,27,0.08
33,28,15.24
33,29,0.56
33,30,998.8
33,31,1576
33,32,8.12
33,34,1.56
33,35,12.4
33,36,127640
33,37,280.48
33,38,2.56
33,39,0.04
33,45,0.04
33,46,0.56
33,50,16728
33,51,20.16
33,55,15.24
34,1,129120
34,2,431.6
34,3,9324
34,4,8524
34,5,17972
34,6,129640
34,7,6216
34,8,42960
34,9,1968.8
34,10,3778.8
34,11,46040
34,12,1616.8
34,13,4.08
34,14,14108
34,15,82.04
34,16,2.76
34,17,2904
34,18,1435.6
34,19,384.64
34,20,34.08000001
34,21,0.12
34,22,0.24
34,25,0.04
34,27,0.2
34,28,0.04
34,29,0.16
34,30,4552
34,31,74.76
34,32,0.04
34,33,1.32
34,35,21.88
34,36,41240
34,37,33.48000001
34,38,33.4
34,39,3164
34,41,3068.8
34,42,352.56
34,43,44.64
34,44,384.96
34,45,559.6
34,46,208.84
34,47,26.28
34,48,25436
34,49,80600
34,50,272600.0001
34,51,2.52
34,54,0.08
34,55,0.08
35,1,51760
35,2,73480.00001
35,3,23088
35,4,38576
35,5,191.2
35,6,47.8
35,7,119.96
35,8,12308
35,9,9524
35,10,0.92
35,12,2221.6
35,13,0.76
35,14,350.52
35,19,0.04
35,21,431.2
35,22,712.4
35,23,1322
35,24,1128.4
35,25,1908.4
35,27,58600
35,28,32.04
35,29,6748
35,30,41760
35,31,2267.2
35,32,1131.6
35,33,16.76
35,34,29.56
35,36,123.48
35,37,5.64
35,38,1154
35,39,32860
35,41,20.56
35,45,65.60000001
35,46,0.12
35,47,3.08
35,50,85.24
35,51,0.88
35,52,0.08
35,53,0.2
35,54,8332
35,55,1.12
36,1,1.4
36,2,0.48
36,3,41.68
36,4,0.88
36,5,0.12
36,7,17.72000001
36,8,167.04
36,9,15.92
36,10,4656
36,13,0.12
36,14,140.56
36,15,0.16
36,17,0.04
36,18,1056.4
36,19,0.4
36,21,4964
36,22,0.12
36,23,0.08
36,25,163.36
36,27,0.2
36,29,63.2
36,30,98.24
36,31,32.16
36,32,53.36
36,33,100920
36,34,48680
36,35,91.96000001
36,37,219.96
36,38,484.8
36,39,803.6
36,41,9.64
36,43,31028
36,47,17.44
36,50,62.96
36,51,8.28
37,1,7692
37,2,4052
37,3,0.04
37,4,6820
37,7,18.96
37,8,7.4
37,9,16.16
37,10,5.36
37,11,0.04
37,12,0.12
37,13,0.2
37,14,52.44
37,15,0.32
37,16,0.04
37,17,5.2
37,18,0.16
37,20,0.04
37,21,10.96
37,22,0.04
37,25,152.52
37,27,0.32
37,29,0.12
37,30,1412.8
37,31,21.8
37,32,0.4
37,33,216.04
37,34,24.96
37,35,4.24
37,36,196.08
37,38,11524
37,39,34048
37,41,5460
37,42,0.04
37,43,13424.00001
37,44,0.24
37,46,0.04
37,48,0.24
37,49,0.04
37,50,1.76
37,51,65.56
37,54,0.2
38,1,34.08000001
38,2,0.04
38,3,13.96
38,4,0.08
38,5,0.16
38,7,19.44
38,8,290.16
38,9,5.8
38,10,48.44
38,11,0.08
38,12,0.76
38,14,1.08
38,15,1.04
38,16,0.04
38,17,2.92
38,18,1.4
38,19,1376.8
38,20,0.04
38,21,123440
38,22,411.6
38,23,0.04
38,24,0.04
38,25,97560
38,26,0.04
38,27,75.2
38,28,5.24
38,29,4088
38,30,16596
38,31,79.72
38,32,42360
38,33,1.92
38,34,26.52
38,35,868.8
38,36,382.6400001
38,37,14188
38,39,5968
38,41,3861.2
38,43,2.56
38,45,1.8
38,46,1.24
38,47,0.12
38,50,159.56
38,51,709.2
38,54,41.6
38,55,1.56
39,1,189.84
39,2,0.36
39,3,14944
39,4,1.28
39,5,7.32
39,6,0.04
39,7,14.96
39,8,510.8
39,9,0.04
39,10,92000
39,12,9.12
39,14,2.24
39,15,1.16
39,16,7.08
39,17,246640
39,18,0.68
39,19,44400
39,20,9.16
39,21,50880
39,22,661.6
39,24,0.04
39,25,77680
39,26,0.04
39,27,55.2
39,28,4.12
39,29,21000
39,30,40360
39,31,57720.00001
39,32,168200
39,33,0.04
39,34,2936.8
39,35,24296
39,36,625.2
39,37,32476.00001
39,38,5968
39,41,21756
39,43,36.84
39,45,31.08
39,46,480.4
39,47,123.84
39,48,0.12
39,50,100.96
39,51,2867.6
39,54,108.52
39,55,0.44
40,3,0.52
40,7,1155.6
40,8,226.04
40,9,448.4
40,10,2156
40,11,202.28
40,13,12.08
40,14,119000
40,15,12.56
40,16,3.76
40,17,8.96
40,18,3912.8
40,19,898
40,41,0.04
40,42,2088.8
40,43,43360
40,44,94640
40,46,0.16
40,47,6
40,48,42640
40,49,20100
41,1,14.96
41,2,0.88
41,3,14592
41,4,1.36
41,5,464
41,6,863.2
41,7,1206.8
41,8,4600
41,9,697.6
41,10,622
41,11,48.96
41,12,23.44
41,13,11.76
41,14,4372
41,15,67.56
41,16,0.6
41,18,2526.4
41,19,33.08
41,21,1.04
41,22,0.92
41,29,3904.4
41,30,2732.8
41,31,7912
41,32,37.8
41,34,2609.6
41,35,15.2
41,36,10.6
41,37,5736
41,38,3076.4
41,39,16836
41,40,0.04
41,42,7356
41,43,85.60000001
41,44,9.08
41,47,0.52
41,48,75.00000001
41,49,39584
41,50,0.2
41,51,1218
41,54,0.04
42,1,222.64
42,3,1
42,6,44.4
42,7,0.04
42,8,0.16
42,9,0.8
42,10,306.28
42,11,40
42,12,0.24
42,13,0.2
42,14,4.44
42,15,2.84
42,16,20.48
42,17,18.44
42,18,2.2
42,19,52240
42,21,0.04
42,30,0.08
42,31,4.64
42,34,417.2
42,37,0.04
42,40,1653.2
42,41,8612
42,43,771.2000001
42,44,922.8
42,47,82240
42,48,15984
42,49,39268.00001
42,54,0.24
43,1,32316
43,2,0.12
43,3,1.2
43,6,2024.8
