from,to,capacity,length,fft,alpha,beta
13,1053,1.50E+06,0.21,0.0125,0.1,1.5
13,1062,1.50E+06,0.12,0.0125,0.1,1.5
14,1026,1.50E+06,0.21,0.0125,0.1,1.5
14,1089,1.50E+06,0.16,0.0125,0.1,1.5
14,1090,1.50E+06,0.21,0.0125,0.1,1.5
15,1204,1.50E+06,0.1,0.0125,0.1,1.5
15,1212,1.50E+06,0.12,0.0125,0.1,1.5
15,1273,1.50E+06,0.21,0.0125,0.1,1.5
15,1606,1.50E+06,0.24,0.0125,0.1,1.5
16,765,1.50E+06,0.39,0.0125,0.1,1.5
16,984,1.50E+06,0.24,0.0125,0.1,1.5
17,1220,1.50E+06,1.08,0.0125,0.1,1.5
17,1405,1.50E+06,0.76,0.0125,0.1,1.5
17,1543,1.50E+06,0.35,0.0125,0.1,1.5
18,1234,1.50E+06,0.43,0.0125,0.1,1.5
18,1288,1.50E+06,0.24,0.0125,0.1,1.5
18,1320,1.50E+06,0.35,0.0125,0.1,1.5
18,1424,1.50E+06,0.18,0.0125,0.1,1.5
19,1594,1.50E+06,0.58,0.0125,0.1,1.5
19,1599,1.50E+06,0.36,0.0125,0.1,1.5
20,1451,1.50E+06,0.61,0.0125,0.1,1.5
21,60,1.50E+06,0.09,0.0125,0.1,1.5
21,65,1.50E+06,0.17,0.0125,0.1,1.5
21,89,1.50E+06,0.54,0.0125,0.1,1.5
21,126,1.50E+06,0.67,0.0125,0.1,1.5
22,96,1.50E+06,0.13,0.0125,0.1,1.5
22,107,1.50E+06,0.3,0.0125,0.1,1.5
22,117,1.50E+06,0.14,0.0125,0.1,1.5
22,136,1.50E+06,0.18,0.0125,0.1,1.5
22,176,1.50E+06,0.72,0.0125,0.1,1.5
22,181,1.50E+06,0.37,0.0125,0.1,1.5
23,233,1.50E+06,0.22,0.0125,0.1,1.5
23,393,1.50E+06,0.23,0.0125,0.1,1.5
23,414,1.50E+06,0.3,0.0125,0.1,1.5
24,378,1.50E+06,0.21,0.0125,0.1,1.5
24,389,1.50E+06,0.26,0.0125,0.1,1.5
24,415,1.50E+06,0.3,0.0125,0.1,1.5
24,488,1.50E+06,0.43,0.0125,0.1,1.5
25,252,1.50E+06,0.12,0.0125,0.1,1.5
25,272,1.50E+06,0.08,0.0125,0.1,1.5
25,376,1.50E+06,0.29,0.0125,0.1,1.5
25,407,1.50E+06,0.34,0.0125,0.1,1.5
26,372,1.50E+06,0.15,0.0125,0.1,1.5
26,373,1.50E+06,0.35,0.0125,0.1,1.5
26,427,1.50E+06,0.2,0.0125,0.1,1.5
26,449,1.50E+06,0.16,0.0125,0.1,1.5
27,216,1.50E+06,0.5,0.0125,0.1,1.5
27,322,1.50E+06,0.22,0.0125,0.1,1.5
27,388,1.50E+06,0.11,0.0125,0.1,1.5
28,104,1.50E+06,1.1,0.0125,0.1,1.5
29,261,1.50E+06,0.38,0.0125,0.1,1.5
29,351,1.50E+06,0.55,0.0125,0.1,1.5
29,402,1.50E+06,0.67,0.0125,0.1,1.5
30,514,1.50E+06,0.29,0.0125,0.1,1.5
30,696,1.50E+06,0.27,0.0125,0.1,1.5
31,571,1.50E+06,0.22,0.0125,0.1,1.5
31,657,1.50E+06,0.11,0.0125,0.1,1.5
32,355,1.50E+06,0.16,0.0125,0.1,1.5
32,397,1.50E+06,0.16,0.0125,0.1,1.5
32,403,1.50E+06,0.24,0.0125,0.1,1.5
33,556,1.50E+06,0.46,0.0125,0.1,1.5
33,608,1.50E+06,0.26,0.0125,0.1,1.5
33,707,1.50E+06,0.07,0.0125,0.1,1.5
33,744,1.50E+06,0.27,0.0125,0.1,1.5
34,811,1.50E+06,0.11,0.0125,0.1,1.5
34,863,1.50E+06,0.11,0.0125,0.1,1.5
34,930,1.50E+06,0.25,0.0125,0.1,1.5
35,91,1.50E+06,0.41,0.0125,0.1,1.5
35,135,1.50E+06,0.37,0.0125,0.1,1.5
35,149,1.50E+06,0.09,0.0125,0.1,1.5
35,209,1.50E+06,0.33,0.0125,0.1,1.5
35,258,1.50E+06,0.48,0.0125,0.1,1.5
35,287,1.50E+06,0.55,0.0125,0.1,1.5
36,869,1.50E+06,0.8,0.0125,0.1,1.5
36,1190,1.50E+06,1.25,0.0125,0.1,1.5
37,222,1.50E+06,1.8,0.0125,0.1,1.5
37,284,1.50E+06,2.02,0.0125,0.1,1.5
38,823,1.50E+06,0.33,0.0125,0.1,1.5
38,846,1.50E+06,0.26,0.0125,0.1,1.5
38,871,1.50E+06,0.22,0.0125,0.1,1.5
38,916,1.50E+06,0.11,0.0125,0.1,1.5
39,1094,1.50E+06,0.11,0.0125,0.1,1.5
39,1148,1.50E+06,0.27,0.0125,0.1,1.5
39,1149,1.50E+06,0.19,0.0125,0.1,1.5
40,1153,1.50E+06,0.3,0.0125,0.1,1.5
41,945,1.50E+06,0.43,0.0125,0.1,1.5
41,998,1.50E+06,0.43,0.0125,0.1,1.5
41,1048,1.50E+06,0.15,0.0125,0.1,1.5
41,1093,1.50E+06,0.23,0.0125,0.1,1.5
41,1224,1.50E+06,0.33,0.0125,0.1,1.5
42,1369,1.50E+06,0.32,0.0125,0.1,1.5
42,1370,1.50E+06,0.26,0.0125,0.1,1.5
42,1386,1.50E+06,0.39,0.0125,0.1,1.5
42,1473,1.50E+06,0.19,0.0125,0.1,1.5
43,1171,1.50E+06,0.26,0.0125,0.1,1.5
43,1242,1.50E+06,0.22,0.0125,0.1,1.5
43,1266,1.50E+06,0.09,0.0125,0.1,1.5
43,1301,1.50E+06,0.18,0.0125,0.1,1.5
44,1415,1.50E+06,0.41,0.0125,0.1,1.5
44,1441,1.50E+06,0.29,0.0125,0.1,1.5
44,1510,1.50E+06,0.22,0.0125,0.1,1.5
44,1571,1.50E+06,0.27,0.0125,0.1,1.5
45,966,1.50E+06,1.04,0.0125,0.1,1.5
46,1451,1.50E+06,0.84,0.0125,0.1,1.5
47,1598,1.50E+06,1.66,0.0125,0.1,1.5
48,1593,1.50E+06,1.92,0.0125,0.1,1.5
49,1364,1.50E+06,0.75,0.0125,0.1,1.5
50,869,1.50E+06,0.36,0.0125,0.1,1.5
51,284,1.50E+06,0.45,0.0125,0.1,1.5
52,65,1.50E+06,0.74,0.0125,0.1,1.5
53,56,1.50E+06,1.14,0.0125,0.1,1.5
54,63,1.50E+06,0.68,0.0125,0.1,1.5
55,104,1.50E+06,1.52,0.0125,0.1,1.5
56,53,1.50E+06,1.14,0.0125,0.1,1.5
56,57,31500,0.25,0.0125,0.1,1.5
56,58,24000,0.33,0.0125,0.1,1.5
57,56,31500,0.25,0.0125,0.1,1.5
57,59,31500,0.15,0.0125,0.1,1.5
58,61,24000,0.23,0.0125,0.1,1.5
59,57,31500,0.15,0.0125,0.1,1.5
59,66,31500,0.27,0.0125,0.1,1.5
60,21,1.50E+06,0.09,0.0125,0.1,1.5
60,57,13500,0.21,0.0125,0.1,1.5
61,76,24000,0.32,0.0125,0.1,1.5
62,61,13500,0.13,0.0125,0.1,1.5
63,54,1.50E+06,0.68,0.0125,0.1,1.5
63,60,13500,0.19,0.0125,0.1,1.5
63,62,13500,0.09,0.0125,0.1,1.5
63,64,11250,0.08,0.0125,0.1,1.5
64,72,11250,0.09,0.0125,0.1,1.5
65,21,1.50E+06,0.17,0.0125,0.1,1.5
65,52,1.50E+06,0.74,0.0125,0.1,1.5
65,72,11250,0.27,0.0125,0.1,1.5
66,84,31500,0.25,0.0125,0.1,1.5
67,63,13500,0.04,0.0125,0.1,1.5
68,59,31500,0.29,0.0125,0.1,1.5
68,67,13500,0.03,0.0125,0.1,1.5
69,70,11250,0.32,0.0125,0.1,1.5
70,73,7500,0.05,0.0125,0.1,1.5
70,75,11250,0.12,0.0125,0.1,1.5
71,67,13500,0.08,0.0125,0.1,1.5
72,65,11250,0.27,0.0125,0.1,1.5
72,69,11250,0.1,0.0125,0.1,1.5
72,83,11250,0.22,0.0125,0.1,1.5
73,70,7500,0.05,0.0125,0.1,1.5
73,74,11250,0.1,0.0125,0.1,1.5
73,96,9000,0.19,0.0125,0.1,1.5
74,73,11250,0.1,0.0125,0.1,1.5
74,77,11250,0.11,0.0125,0.1,1.5
75,86,11250,0.2,0.0125,0.1,1.5
76,79,13500,0.11,0.0125,0.1,1.5
76,84,13500,0.1,0.0125,0.1,1.5
77,74,11250,0.11,0.0125,0.1,1.5
77,81,11250,0.07,0.0125,0.1,1.5
78,73,11250,0.11,0.0125,0.1,1.5
79,71,13500,0.11,0.0125,0.1,1.5
79,80,11250,0.12,0.0125,0.1,1.5
79,87,13500,0.09,0.0125,0.1,1.5
80,64,11250,0.22,0.0125,0.1,1.5
80,79,11250,0.12,0.0125,0.1,1.5
80,83,11250,0.08,0.0125,0.1,1.5
81,77,11250,0.07,0.0125,0.1,1.5
81,90,11250,0.12,0.0125,0.1,1.5
82,78,11250,0.12,0.0125,0.1,1.5
83,72,11250,0.22,0.0125,0.1,1.5
83,80,11250,0.08,0.0125,0.1,1.5
83,85,11250,0.11,0.0125,0.1,1.5
83,102,11250,0.11,0.0125,0.1,1.5
84,113,31500,0.19,0.0125,0.1,1.5
85,69,11250,0.22,0.0125,0.1,1.5
85,83,11250,0.11,0.0125,0.1,1.5
85,86,11250,0.09,0.0125,0.1,1.5
86,85,11250,0.09,0.0125,0.1,1.5
86,97,11250,0.09,0.0125,0.1,1.5
87,79,13500,0.09,0.0125,0.1,1.5
87,89,11250,0.07,0.0125,0.1,1.5
87,98,13500,0.07,0.0125,0.1,1.5
88,68,31500,0.27,0.0125,0.1,1.5
89,21,1.50E+06,0.54,0.0125,0.1,1.5
89,87,11250,0.07,0.0125,0.1,1.5
89,94,11250,0.06,0.0125,0.1,1.5
90,81,11250,0.12,0.0125,0.1,1.5
90,99,11250,0.07,0.0125,0.1,1.5
91,35,1.50E+06,0.41,0.0125,0.1,1.5
91,132,9000,0.36,0.0125,0.1,1.5
92,82,11250,0.05,0.0125,0.1,1.5
92,93,9000,0.03,0.0125,0.1,1.5
93,82,11250,0.04,0.0125,0.1,1.5
93,92,9000,0.03,0.0125,0.1,1.5
93,95,9000,0.08,0.0125,0.1,1.5
94,80,11250,0.1,0.0125,0.1,1.5
94,89,11250,0.06,0.0125,0.1,1.5
94,102,11250,0.09,0.0125,0.1,1.5
95,78,9000,0.13,0.0125,0.1,1.5
95,93,9000,0.08,0.0125,0.1,1.5
95,96,9000,0.1,0.0125,0.1,1.5
96,22,1.50E+06,0.13,0.0125,0.1,1.5
96,95,9000,0.1,0.0125,0.1,1.5
96,100,9000,0.09,0.0125,0.1,1.5
97,106,11250,0.06,0.0125,0.1,1.5
98,87,13500,0.07,0.0125,0.1,1.5
98,114,13500,0.07,0.0125,0.1,1.5
99,90,11250,0.07,0.0125,0.1,1.5
99,108,11250,0.07,0.0125,0.1,1.5
100,96,9000,0.09,0.0125,0.1,1.5
100,101,9000,0.09,0.0125,0.1,1.5
101,100,9000,0.09,0.0125,0.1,1.5
101,103,9000,0.09,0.0125,0.1,1.5
102,94,11250,0.09,0.0125,0.1,1.5
102,106,11250,0.11,0.0125,0.1,1.5
103,101,9000,0.09,0.0125,0.1,1.5
103,107,9000,0.1,0.0125,0.1,1.5
104,28,1.50E+06,1.1,0.0125,0.1,1.5
104,55,1.50E+06,1.52,0.0125,0.1,1.5
104,112,12000,0.11,0.0125,0.1,1.5
105,102,9000,0.03,0.0125,0.1,1.5
106,85,11250,0.13,0.0125,0.1,1.5
106,102,11250,0.11,0.0125,0.1,1.5
106,116,11250,0.1,0.0125,0.1,1.5
107,22,1.50E+06,0.3,0.0125,0.1,1.5
107,103,9000,0.1,0.0125,0.1,1.5
107,115,9000,0.08,0.0125,0.1,1.5
108,99,11250,0.07,0.0125,0.1,1.5
108,121,11250,0.17,0.0125,0.1,1.5
109,92,11250,0.16,0.0125,0.1,1.5
109,106,11250,0.05,0.0125,0.1,1.5
110,105,9000,0.05,0.0125,0.1,1.5
111,93,11250,0.14,0.0125,0.1,1.5
111,109,11250,0.11,0.0125,0.1,1.5
112,104,12000,0.11,0.0125,0.1,1.5
112,138,12000,0.16,0.0125,0.1,1.5
113,139,31500,0.18,0.0125,0.1,1.5
114,98,13500,0.07,0.0125,0.1,1.5
114,126,13500,0.11,0.0125,0.1,1.5
115,107,9000,0.08,0.0125,0.1,1.5
115,127,10500,0.15,0.0125,0.1,1.5
115,129,9000,0.1,0.0125,0.1,1.5
116,120,9000,0.04,0.0125,0.1,1.5
116,130,11250,0.13,0.0125,0.1,1.5
117,22,1.50E+06,0.14,0.0125,0.1,1.5
117,111,11250,0.13,0.0125,0.1,1.5
118,107,9000,0.14,0.0125,0.1,1.5
119,88,31500,0.21,0.0125,0.1,1.5
120,109,11250,0.11,0.0125,0.1,1.5
120,122,9000,0.08,0.0125,0.1,1.5
121,108,11250,0.17,0.0125,0.1,1.5
121,142,11250,0.11,0.0125,0.1,1.5
122,125,9000,0.09,0.0125,0.1,1.5
123,117,11250,0.21,0.0125,0.1,1.5
123,118,9000,0.12,0.0125,0.1,1.5
123,127,7500,0.13,0.0125,0.1,1.5
124,129,9000,0.05,0.0125,0.1,1.5
125,111,11250,0.1,0.0125,0.1,1.5
125,128,9000,0.06,0.0125,0.1,1.5
126,21,1.50E+06,0.67,0.0125,0.1,1.5
126,114,13500,0.11,0.0125,0.1,1.5
126,130,11250,0.19,0.0125,0.1,1.5
126,141,13500,0.05,0.0125,0.1,1.5
127,115,12000,0.15,0.0125,0.1,1.5
127,123,11250,0.13,0.0125,0.1,1.5
127,136,12000,0.09,0.0125,0.1,1.5
127,146,11250,0.08,0.0125,0.1,1.5
128,131,9000,0.08,0.0125,0.1,1.5
129,115,9000,0.1,0.0125,0.1,1.5
129,133,9000,0.04,0.0125,0.1,1.5
130,110,9000,0.14,0.0125,0.1,1.5
130,126,11250,0.19,0.0125,0.1,1.5
130,165,11250,0.16,0.0125,0.1,1.5
131,134,9000,0.13,0.0125,0.1,1.5
132,91,9000,0.36,0.0125,0.1,1.5
132,124,9000,0.05,0.0125,0.1,1.5
132,153,10500,0.09,0.0125,0.1,1.5
133,145,9000,0.04,0.0125,0.1,1.5
134,123,9000,0.1,0.0125,0.1,1.5
134,136,9000,0.13,0.0125,0.1,1.5
134,154,9000,0.08,0.0125,0.1,1.5
135,35,1.50E+06,0.37,0.0125,0.1,1.5
135,158,11250,0.15,0.0125,0.1,1.5
136,22,1.50E+06,0.18,0.0125,0.1,1.5
136,127,10500,0.09,0.0125,0.1,1.5
136,154,12000,0.16,0.0125,0.1,1.5
137,120,11250,0.1,0.0125,0.1,1.5
138,112,12000,0.16,0.0125,0.1,1.5
138,234,12000,0.35,0.0125,0.1,1.5
139,162,31500,0.18,0.0125,0.1,1.5
140,119,31500,0.11,0.0125,0.1,1.5
141,126,13500,0.05,0.0125,0.1,1.5
141,150,13500,0.05,0.0125,0.1,1.5
142,121,11250,0.11,0.0125,0.1,1.5
142,170,11250,0.18,0.0125,0.1,1.5
143,132,9000,0.07,0.0125,0.1,1.5
143,156,10500,0.08,0.0125,0.1,1.5
144,137,9000,0.12,0.0125,0.1,1.5
145,152,9000,0.04,0.0125,0.1,1.5
145,160,12000,0.09,0.0125,0.1,1.5
146,127,7500,0.08,0.0125,0.1,1.5
146,133,12000,0.16,0.0125,0.1,1.5
146,166,11250,0.07,0.0125,0.1,1.5
147,125,11250,0.09,0.0125,0.1,1.5
147,144,9000,0.11,0.0125,0.1,1.5
148,134,9000,0.11,0.0125,0.1,1.5
149,35,1.50E+06,0.09,0.0125,0.1,1.5
149,183,9000,0.15,0.0125,0.1,1.5
150,141,13500,0.05,0.0125,0.1,1.5
150,161,13500,0.05,0.0125,0.1,1.5
151,137,11250,0.08,0.0125,0.1,1.5
152,143,9000,0.07,0.0125,0.1,1.5
153,132,10500,0.09,0.0125,0.1,1.5
153,171,10500,0.1,0.0125,0.1,1.5
154,136,12000,0.16,0.0125,0.1,1.5
154,168,12000,0.1,0.0125,0.1,1.5
155,147,9000,0.1,0.0125,0.1,1.5
155,148,9000,0.08,0.0125,0.1,1.5
156,179,10500,0.09,0.0125,0.1,1.5
157,146,12000,0.15,0.0125,0.1,1.5
158,135,11250,0.15,0.0125,0.1,1.5
158,174,11250,0.1,0.0125,0.1,1.5
159,147,11250,0.06,0.0125,0.1,1.5
159,155,9000,0.09,0.0125,0.1,1.5
160,145,12000,0.09,0.0125,0.1,1.5
160,166,9000,0.09,0.0125,0.1,1.5
160,191,12000,0.15,0.0125,0.1,1.5
161,150,13500,0.05,0.0125,0.1,1.5
161,195,13500,0.14,0.0125,0.1,1.5
162,187,31500,0.14,0.0125,0.1,1.5
163,140,31500,0.18,0.0125,0.1,1.5
164,176,11250,0.08,0.0125,0.1,1.5
165,175,11250,0.07,0.0125,0.1,1.5
166,146,11250,0.07,0.0125,0.1,1.5
166,180,9000,0.15,0.0125,0.1,1.5
166,191,11250,0.1,0.0125,0.1,1.5
167,159,9000,0.11,0.0125,0.1,1.5
168,155,9000,0.09,0.0125,0.1,1.5
168,173,10500,0.02,0.0125,0.1,1.5
169,167,9000,0.11,0.0125,0.1,1.5
169,201,11250,0.13,0.0125,0.1,1.5
170,142,11250,0.18,0.0125,0.1,1.5
170,185,11250,0.12,0.0125,0.1,1.5
171,153,10500,0.1,0.0125,0.1,1.5
171,192,10500,0.08,0.0125,0.1,1.5
172,159,11250,0.05,0.0125,0.1,1.5
173,154,12000,0.11,0.0125,0.1,1.5
173,181,12000,0.09,0.0125,0.1,1.5
174,158,11250,0.1,0.0125,0.1,1.5
174,183,11250,0.08,0.0125,0.1,1.5
175,190,11250,0.07,0.0125,0.1,1.5
176,22,1.50E+06,0.72,0.0125,0.1,1.5
176,151,11250,0.14,0.0125,0.1,1.5
176,177,9000,0.05,0.0125,0.1,1.5
177,169,9000,0.11,0.0125,0.1,1.5
178,157,12000,0.17,0.0125,0.1,1.5
178,173,12000,0.02,0.0125,0.1,1.5
178,186,9000,0.05,0.0125,0.1,1.5
179,193,10500,0.08,0.0125,0.1,1.5
180,186,9000,0.14,0.0125,0.1,1.5
181,22,1.50E+06,0.37,0.0125,0.1,1.5
181,178,12000,0.09,0.0125,0.1,1.5
181,184,12000,0.08,0.0125,0.1,1.5
182,152,9000,0.12,0.0125,0.1,1.5
182,179,9000,0.14,0.0125,0.1,1.5
183,149,9000,0.15,0.0125,0.1,1.5
183,174,11250,0.08,0.0125,0.1,1.5
183,196,7500,0.05,0.0125,0.1,1.5
184,172,11250,0.05,0.0125,0.1,1.5
184,181,12000,0.08,0.0125,0.1,1.5
184,194,12000,0.1,0.0125,0.1,1.5
185,170,11250,0.12,0.0125,0.1,1.5
185,196,11250,0.06,0.0125,0.1,1.5
186,178,9000,0.05,0.0125,0.1,1.5
186,198,9000,0.18,0.0125,0.1,1.5
186,204,9000,0.07,0.0125,0.1,1.5
187,212,31500,0.11,0.0125,0.1,1.5
188,163,31500,0.14,0.0125,0.1,1.5
189,164,11250,0.07,0.0125,0.1,1.5
190,200,11250,0.07,0.0125,0.1,1.5
191,160,12000,0.15,0.0125,0.1,1.5
191,166,11250,0.1,0.0125,0.1,1.5
191,182,9000,0.16,0.0125,0.1,1.5
191,197,11250,0.04,0.0125,0.1,1.5
191,231,12000,0.18,0.0125,0.1,1.5
192,171,10500,0.08,0.0125,0.1,1.5
192,193,9000,0.05,0.0125,0.1,1.5
192,205,10500,0.08,0.0125,0.1,1.5
193,192,9000,0.05,0.0125,0.1,1.5
193,208,9000,0.1,0.0125,0.1,1.5
193,221,10500,0.1,0.0125,0.1,1.5
194,167,9000,0.11,0.0125,0.1,1.5
194,184,12000,0.1,0.0125,0.1,1.5
194,201,12000,0.1,0.0125,0.1,1.5
195,161,13500,0.14,0.0125,0.1,1.5
195,217,13500,0.09,0.0125,0.1,1.5
196,183,7500,0.05,0.0125,0.1,1.5
196,185,11250,0.06,0.0125,0.1,1.5
196,209,11250,0.13,0.0125,0.1,1.5
196,223,9000,0.15,0.0125,0.1,1.5
197,191,11250,0.04,0.0125,0.1,1.5
197,220,11250,0.06,0.0125,0.1,1.5
198,184,11250,0.06,0.0125,0.1,1.5
198,206,9000,0.09,0.0125,0.1,1.5
199,179,9000,0.11,0.0125,0.1,1.5
200,232,11250,0.12,0.0125,0.1,1.5
201,194,12000,0.1,0.0125,0.1,1.5
201,207,12000,0.11,0.0125,0.1,1.5
201,210,11250,0.05,0.0125,0.1,1.5
202,183,11250,0.15,0.0125,0.1,1.5
203,182,9000,0.09,0.0125,0.1,1.5
203,199,9000,0.09,0.0125,0.1,1.5
204,186,9000,0.07,0.0125,0.1,1.5
204,191,9000,0.26,0.0125,0.1,1.5
204,247,9000,0.11,0.0125,0.1,1.5
205,192,10500,0.08,0.0125,0.1,1.5
205,221,9000,0.05,0.0125,0.1,1.5
205,229,10500,0.08,0.0125,0.1,1.5
206,194,9000,0.06,0.0125,0.1,1.5
206,210,9000,0.1,0.0125,0.1,1.5
207,201,12000,0.11,0.0125,0.1,1.5
207,219,12000,0.1,0.0125,0.1,1.5
208,237,9000,0.1,0.0125,0.1,1.5
209,35,1.50E+06,0.33,0.0125,0.1,1.5
209,196,11250,0.13,0.0125,0.1,1.5
209,224,11250,0.05,0.0125,0.1,1.5
210,243,9000,0.19,0.0125,0.1,1.5
210,252,11250,0.1,0.0125,0.1,1.5
211,204,9000,0.1,0.0125,0.1,1.5
212,274,13500,0.25,0.0125,0.1,1.5
212,349,31500,0.36,0.0125,0.1,1.5
213,214,12000,0.05,0.0125,0.1,1.5
213,253,13500,0.14,0.0125,0.1,1.5
214,213,12000,0.05,0.0125,0.1,1.5
214,215,12000,0.1,0.0125,0.1,1.5
214,322,9000,0.25,0.0125,0.1,1.5
215,214,12000,0.1,0.0125,0.1,1.5
215,216,12000,0.05,0.0125,0.1,1.5
215,254,9000,0.11,0.0125,0.1,1.5
216,27,1.50E+06,0.5,0.0125,0.1,1.5
216,215,12000,0.05,0.0125,0.1,1.5
216,217,12000,0.05,0.0125,0.1,1.5
217,195,13500,0.09,0.0125,0.1,1.5
217,216,12000,0.05,0.0125,0.1,1.5
217,232,13500,0.05,0.0125,0.1,1.5
217,235,11250,0.06,0.0125,0.1,1.5
218,189,7500,0.05,0.0125,0.1,1.5
218,217,11250,0.08,0.0125,0.1,1.5
219,207,12000,0.1,0.0125,0.1,1.5
219,225,12000,0.11,0.0125,0.1,1.5
220,197,11250,0.06,0.0125,0.1,1.5
220,203,9000,0.16,0.0125,0.1,1.5
220,231,9000,0.12,0.0125,0.1,1.5
220,255,11250,0.1,0.0125,0.1,1.5
221,205,9000,0.05,0.0125,0.1,1.5
221,233,10500,0.05,0.0125,0.1,1.5
222,37,1.50E+06,1.8,0.0125,0.1,1.5
222,230,9000,0.07,0.0125,0.1,1.5
222,260,9000,0.11,0.0125,0.1,1.5
223,257,9000,0.12,0.0125,0.1,1.5
224,209,11250,0.05,0.0125,0.1,1.5
224,245,11250,0.1,0.0125,0.1,1.5
224,249,9000,0.07,0.0125,0.1,1.5
225,218,13500,0.03,0.0125,0.1,1.5
225,219,12000,0.11,0.0125,0.1,1.5
225,250,13500,0.08,0.0125,0.1,1.5
226,209,9000,0.08,0.0125,0.1,1.5
227,188,31500,0.15,0.0125,0.1,1.5
228,198,11250,0.09,0.0125,0.1,1.5
228,211,9000,0.1,0.0125,0.1,1.5
229,205,10500,0.08,0.0125,0.1,1.5
229,257,10500,0.07,0.0125,0.1,1.5
230,222,9000,0.07,0.0125,0.1,1.5
230,261,9000,0.11,0.0125,0.1,1.5
231,191,12000,0.18,0.0125,0.1,1.5
231,247,9000,0.12,0.0125,0.1,1.5
231,264,12000,0.12,0.0125,0.1,1.5
232,254,11250,0.06,0.0125,0.1,1.5
233,23,1.50E+06,0.22,0.0125,0.1,1.5
233,241,9000,0.02,0.0125,0.1,1.5
233,256,10500,0.06,0.0125,0.1,1.5
234,138,12000,0.35,0.0125,0.1,1.5
234,274,12000,0.11,0.0125,0.1,1.5
234,302,14250,0.15,0.0125,0.1,1.5
235,218,7500,0.04,0.0125,0.1,1.5
235,225,11250,0.04,0.0125,0.1,1.5
236,203,9000,0.09,0.0125,0.1,1.5
236,246,9000,0.07,0.0125,0.1,1.5
237,236,9000,0.05,0.0125,0.1,1.5
238,237,9000,0.05,0.0125,0.1,1.5
239,238,9000,0.05,0.0125,0.1,1.5
239,333,9000,0.2,0.0125,0.1,1.5
240,239,9000,0.05,0.0125,0.1,1.5
241,240,9000,0.05,0.0125,0.1,1.5
242,202,11250,0.18,0.0125,0.1,1.5
243,250,9000,0.12,0.0125,0.1,1.5
244,206,9000,0.09,0.0125,0.1,1.5
244,228,9000,0.08,0.0125,0.1,1.5
245,224,11250,0.1,0.0125,0.1,1.5
245,258,11250,0.08,0.0125,0.1,1.5
246,255,9000,0.09,0.0125,0.1,1.5
247,204,9000,0.11,0.0125,0.1,1.5
247,251,9000,0.12,0.0125,0.1,1.5
247,264,9000,0.05,0.0125,0.1,1.5
248,226,9000,0.13,0.0125,0.1,1.5
248,289,9000,0.12,0.0125,0.1,1.5
249,263,9000,0.1,0.0125,0.1,1.5
249,291,9000,0.11,0.0125,0.1,1.5
250,225,13500,0.08,0.0125,0.1,1.5
250,295,13500,0.1,0.0125,0.1,1.5
251,262,9000,0.08,0.0125,0.1,1.5
252,25,1.50E+06,0.12,0.0125,0.1,1.5
